Line 616,field2,field3,2
Line 617,field2,field3,45
Line 618,field2,field3,68
Line 619,field2,field3,12
Line 620,field2,field3,21
Line 621,field2,field3,91
Line 622,field2,field3,85
Line 623,field2,field3,86
Line 624,field2,field3,72
Line 625,field2,field3,12
Line 626,field2,field3,66
Line 627,field2,field3,58
Line 628,field2,field3,5
Line 629,field2,field3,33
Line 630,field2,field3,10
Line 631,field2,field3,42
Line 632,field2,field3,10
Line 633,field2,field3,89
Line 634,field2,field3,82
Line 635,field2,field3,96
Line 636,field2,field3,93
Line 637,field2,field3,9
Line 638,field2,field3,36
Line 639,field2,field3,35
Line 640,field2,field3,28
Line 641,field2,field3,96
Line 642,field2,field3,2
Line 643,field2,field3,28
Line 644,field2,field3,79
Line 645,field2,field3,56
Line 646,field2,field3,25
Line 647,field2,field3,63
Line 648,field2,field3,77
Line 649,field2,field3,72
Line 650,field2,field3,13
Line 651,field2,field3,98
Line 652,field2,field3,69
Line 653,field2,field3,74
Line 654,field2,field3,34
Line 655,field2,field3,88
Line 656,field2,field3,81
Line 657,field2,field3,10
Line 658,field2,field3,99
Line 659,field2,field3,68
Line 660,field2,field3,76
Line 661,field2,field3,87
Line 662,field2,field3,3
Line 663,field2,field3,30
Line 664,field2,field3,60
Line 665,field2,field3,54
Line 666,field2,field3,28
Line 667,field2,field3,67
Line 668,field2,field3,90
Line 669,field2,field3,44
Line 670,field2,field3,58
Line 671,field2,field3,41
Line 672,field2,field3,79
Line 673,field2,field3,9
Line 674,field2,field3,75
Line 675,field2,field3,57
Line 676,field2,field3,97
Line 677,field2,field3,49
Line 678,field2,field3,20
Line 679,field2,field3,60
Line 680,field2,field3,94
Line 681,field2,field3,65
Line 682,field2,field3,19
Line 683,field2,field3,85
Line 684,field2,field3,68
Line 685,field2,field3,56
Line 686,field2,field3,38
Line 687,field2,field3,8
Line 688,field2,field3,15
Line 689,field2,field3,67
Line 690,field2,field3,45
Line 691,field2,field3,22
Line 692,field2,field3,55
Line 693,field2,field3,3
Line 694,field2,field3,23
Line 695,field2,field3,72
Line 696,field2,field3,56
Line 697,field2,field3,25
Line 698,field2,field3,35
Line 699,field2,field3,53
Line 700,field2,field3,59
Line 701,field2,field3,26
Line 702,field2,field3,39
Line 703,field2,field3,89
Line 704,field2,field3,48
Line 705,field2,field3,7
Line 706,field2,field3,35
Line 707,field2,field3,8
Line 708,field2,field3,39
Line 709,field2,field3,94
Line 710,field2,field3,69
Line 711,field2,field3,65
Line 712,field2,field3,28
Line 713,field2,field3,61
Line 714,field2,field3,78
Line 715,field2,field3,81
Line 716,field2,field3,43
Line 717,field2,field3,45
Line 718,field2,field3,9
Line 719,field2,field3,90
Line 720,field2,field3,16
Line 721,field2,field3,78
Line 722,field2,field3,91
Line 723,field2,field3,47
Line 724,field2,field3,11
Line 725,field2,field3,48
Line 726,field2,field3,28
Line 727,field2,field3,89
Line 728,field2,field3,90
Line 729,field2,field3,3
Line 730,field2,field3,7
Line 731,field2,field3,23
Line 732,field2,field3,13
Line 733,field2,field3,0
Line 734,field2,field3,83
Line 735,field2,field3,34
Line 736,field2,field3,60
Line 737,field2,field3,55
Line 738,field2,field3,7
Line 739,field2,field3,85
Line 740,field2,field3,20
Line 741,field2,field3,90
Line 742,field2,field3,20
Line 743,field2,field3,65
Line 744,field2,field3,23
Line 745,field2,field3,71
Line 746,field2,field3,45
Line 747,field2,field3,36
Line 748,field2,field3,12
Line 749,field2,field3,92
Line 750,field2,field3,61
Line 751,field2,field3,38
Line 752,field2,field3,57
Line 753,field2,field3,85
Line 754,field2,field3,15
Line 755,field2,field3,37
Line 756,field2,field3,33
Line 757,field2,field3,27
Line 758,field2,field3,45
Line 759,field2,field3,46
Line 760,field2,field3,61
Line 761,field2,field3,70
Line 762,field2,field3,1
Line 763,field2,field3,43
Line 764,field2,field3,91
Line 765,field2,field3,21
Line 766,field2,field3,98
Line 767,field2,field3,62
Line 768,field2,field3,12
Line 769,field2,field3,24
Line 770,field2,field3,7
Line 771,field2,field3,91
Line 772,field2,field3,6
Line 773,field2,field3,17
Line 774,field2,field3,16
Line 775,field2,field3,37
Line 776,field2,field3,40
Line 777,field2,field3,54
Line 778,field2,field3,19
Line 779,field2,field3,28
Line 780,field2,field3,52
Line 781,field2,field3,59
Line 782,field2,field3,61
Line 783,field2,field3,57
Line 784,field2,field3,80
Line 785,field2,field3,22
Line 786,field2,field3,94
Line 787,field2,field3,81
Line 788,field2,field3,39
Line 789,field2,field3,29
Line 790,field2,field3,22
Line 791,field2,field3,0
Line 792,field2,field3,41
Line 793,field2,field3,36
Line 794,field2,field3,39
Line 795,field2,field3,7
Line 796,field2,field3,10
Line 797,field2,field3,43
Line 798,field2,field3,58
Line 799,field2,field3,47
Line 800,field2,field3,4
Line 801,field2,field3,56
Line 802,field2,field3,2
Line 803,field2,field3,96
Line 804,field2,field3,95
Line 805,field2,field3,52
Line 806,field2,field3,75
Line 807,field2,field3,20
Line 808,field2,field3,0
Line 809,field2,field3,44
Line 810,field2,field3,29
Line 811,field2,field3,37
Line 812,field2,field3,94
Line 813,field2,field3,39
Line 814,field2,field3,46
Line 815,field2,field3,47
Line 816,field2,field3,86
Line 817,field2,field3,23
Line 818,field2,field3,78
Line 819,field2,field3,92
Line 820,field2,field3,79
Line 821,field2,field3,24
Line 822,field2,field3,7
Line 823,field2,field3,8
Line 824,field2,field3,56
Line 825,field2,field3,59
Line 826,field2,field3,20
Line 827,field2,field3,70
Line 828,field2,field3,57
Line 829,field2,field3,84
Line 830,field2,field3,51
Line 831,field2,field3,86
Line 832,field2,field3,48
Line 833,field2,field3,30
Line 834,field2,field3,51
Line 835,field2,field3,37
Line 836,field2,field3,98
Line 837,field2,field3,73
Line 838,field2,field3,34
Line 839,field2,field3,67
Line 840,field2,field3,57
Line 841,field2,field3,79
Line 842,field2,field3,53
Line 843,field2,field3,57
Line 844,field2,field3,81
Line 845,field2,field3,83
Line 846,field2,field3,77
Line 847,field2,field3,88
Line 848,field2,field3,25
Line 849,field2,field3,52
Line 850,field2,field3,61
Line 851,field2,field3,91
Line 852,field2,field3,61
Line 853,field2,field3,96
Line 854,field2,field3,8
Line 855,field2,field3,44
Line 856,field2,field3,27
Line 857,field2,field3,95
Line 858,field2,field3,16
Line 859,field2,field3,56
Line 860,field2,field3,81
Line 861,field2,field3,30
Line 862,field2,field3,83
Line 863,field2,field3,47
Line 864,field2,field3,9
Line 865,field2,field3,55
Line 866,field2,field3,72
Line 867,field2,field3,2
Line 868,field2,field3,79
Line 869,field2,field3,21
Line 870,field2,field3,99
Line 871,field2,field3,43
Line 872,field2,field3,77
Line 873,field2,field3,79
Line 874,field2,field3,41
Line 875,field2,field3,8
Line 876,field2,field3,54
Line 877,field2,field3,86
Line 878,field2,field3,52
Line 879,field2,field3,71
Line 880,field2,field3,41
Line 881,field2,field3,83
Line 882,field2,field3,7
Line 883,field2,field3,92
Line 884,field2,field3,70
Line 885,field2,field3,32
Line 886,field2,field3,4
Line 887,field2,field3,81
Line 888,field2,field3,27
Line 889,field2,field3,15
Line 890,field2,field3,76
Line 891,field2,field3,78
Line 892,field2,field3,30
Line 893,field2,field3,15
Line 894,field2,field3,79
Line 895,field2,field3,2
Line 896,field2,field3,10
Line 897,field2,field3,63
Line 898,field2,field3,93
Line 899,field2,field3,32
Line 900,field2,field3,5
Line 901,field2,field3,40
Line 902,field2,field3,63
Line 903,field2,field3,0
Line 904,field2,field3,41
Line 905,field2,field3,24
Line 906,field2,field3,66
Line 907,field2,field3,79
Line 908,field2,field3,5
Line 909,field2,field3,79
Line 910,field2,field3,56
Line 911,field2,field3,33
Line 912,field2,field3,14
Line 913,field2,field3,99
Line 914,field2,field3,88
Line 915,field2,field3,48
Line 916,field2,field3,13
Line 917,field2,field3,37
Line 918,field2,field3,29
Line 919,field2,field3,77
Line 920,field2,field3,9
Line 921,field2,field3,59
Line 922,field2,field3,97
Line 923,field2,field3,23
Line 924,field2,field3,84
Line 925,field2,field3,34
Line 926,field2,field3,33
Line 927,field2,field3,72
Line 928,field2,field3,79
Line 929,field2,field3,26
Line 930,field2,field3,33
Line 931,field2,field3,11
Line 932,field2,field3,57
Line 933,field2,field3,72
Line 934,field2,field3,29
Line 935,field2,field3,89
Line 936,field2,field3,43
Line 937,field2,field3,84
Line 938,field2,field3,82
Line 939,field2,field3,68
Line 940,field2,field3,49
Line 941,field2,field3,77
Line 942,field2,field3,75
Line 943,field2,field3,33
Line 944,field2,field3,61
Line 945,field2,field3,60
Line 946,field2,field3,66
Line 947,field2,field3,89
Line 948,field2,field3,48
Line 949,field2,field3,19
Line 950,field2,field3,0
Line 951,field2,field3,24
Line 952,field2,field3,36
Line 953,field2,field3,52
Line 954,field2,field3,18
Line 955,field2,field3,58
Line 956,field2,field3,32
Line 957,field2,field3,40
Line 958,field2,field3,54
Line 959,field2,field3,46
Line 960,field2,field3,62
Line 961,field2,field3,74
Line 962,field2,field3,60
Line 963,field2,field3,77
Line 964,field2,field3,41
Line 965,field2,field3,45
Line 966,field2,field3,2
Line 967,field2,field3,56
Line 968,field2,field3,31
Line 969,field2,field3,47
Line 970,field2,field3,14
Line 971,field2,field3,64
Line 972,field2,field3,68
Line 973,field2,field3,32
Line 974,field2,field3,38
Line 975,field2,field3,26
Line 976,field2,field3,35
Line 977,field2,field3,70
Line 978,field2,field3,95
Line 979,field2,field3,22
Line 980,field2,field3,52
Line 981,field2,field3,88
Line 982,field2,field3,28
Line 983,field2,field3,6
Line 984,field2,field3,86
Line 985,field2,field3,59
Line 986,field2,field3,80
Line 987,field2,field3,94
Line 988,field2,field3,44
Line 989,field2,field3,69
Line 990,field2,field3,68
Line 991,field2,field3,29
Line 992,field2,field3,70
Line 993,field2,field3,40
Line 994,field2,field3,80
Line 995,field2,field3,18
Line 996,field2,field3,69
Line 997,field2,field3,0
Line 998,field2,field3,81
Line 999,field2,field3,74
Line 1000,field2,field3,32
Line 1001,field2,field3,2
Line 1002,field2,field3,43
Line 1003,field2,field3,12
Line 1004,field2,field3,80
Line 1005,field2,field3,47
Line 1006,field2,field3,37
Line 1007,field2,field3,93
Line 1008,field2,field3,73
Line 1009,field2,field3,22
Line 1010,field2,field3,63
Line 1011,field2,field3,33
Line 1012,field2,field3,66
Line 1013,field2,field3,26
Line 1014,field2,field3,65
Line 1015,field2,field3,13
Line 1016,field2,field3,67
Line 1017,field2,field3,3
Line 1018,field2,field3,99
Line 1019,field2,field3,77
Line 1020,field2,field3,96
Line 1021,field2,field3,50
Line 1022,field2,field3,12
Line 1023,field2,field3,52
Line 1024,field2,field3,95
Line 1025,field2,field3,4
Line 1026,field2,field3,10
Line 1027,field2,field3,93
Line 1028,field2,field3,34
Line 1029,field2,field3,15
Line 1030,field2,field3,25
Line 1031,field2,field3,60
Line 1032,field2,field3,19
Line 1033,field2,field3,13
Line 1034,field2,field3,40
Line 1035,field2,field3,28
Line 1036,field2,field3,72
Line 1037,field2,field3,94
Line 1038,field2,field3,60
Line 1039,field2,field3,52
Line 1040,field2,field3,52
Line 1041,field2,field3,41
Line 1042,field2,field3,46
Line 1043,field2,field3,40
Line 1044,field2,field3,76
Line 1045,field2,field3,81
Line 1046,field2,field3,39
Line 1047,field2,field3,74
Line 1048,field2,field3,96
Line 1049,field2,field3,18
Line 1050,field2,field3,12
Line 1051,field2,field3,33
Line 1052,field2,field3,80
Line 1053,field2,field3,46
Line 1054,field2,field3,76
Line 1055,field2,field3,14
Line 1056,field2,field3,64
Line 1057,field2,field3,62
Line 1058,field2,field3,75
Line 1059,field2,field3,31
Line 1060,field2,field3,54
Line 1061,field2,field3,76
Line 1062,field2,field3,22
Line 1063,field2,field3,25
Line 1064,field2,field3,69
Line 1065,field2,field3,57
Line 1066,field2,field3,84
Line 1067,field2,field3,3
Line 1068,field2,field3,59
Line 1069,field2,field3,85
Line 1070,field2,field3,9
